,Test Errors,Test Error Rate,Test False Positives,Train Accuracy,Train Size,Test Size,Test Accuracy,Test False Negatives
400435,205,20.5823293173,36,0.944946236559,2325,996,79.4176706827,169
400433,61,12.9237288136,27,0.979109900091,1101,472,87.0762711864,34
400348,151,17.681498829,61,0.967188288743,1981,854,82.318501171,90
400431,84,10.9947643979,42,0.973273942094,1796,764,89.0052356021,42
400345,220,43.0528375734,118,0.912060301508,1194,511,56.9471624266,102
400344,298,31.4345991561,20,0.951285520974,2217,948,68.5654008439,278
400347,218,25.4672897196,42,0.937027707809,1985,856,74.5327102804,176
400346,251,37.2956909361,1,0.929209183673,1568,673,62.7043090639,250
400341,71,16.2100456621,16,0.9736328125,1024,438,83.7899543379,55
400340,310,31.2815338042,14,0.95748373102,2305,991,68.7184661958,296
400439,274,29.8800436205,19,0.949769585253,2170,917,70.1199563795,255
400342,141,27.8656126482,5,0.983093829248,1183,506,72.1343873518,136
400310,288,31.3384113166,12,0.919384902144,2146,919,68.6615886834,276
412331,28,16.9696969697,3,0.951482479784,371,165,83.0303030303,25
412239,25,8.9605734767,4,0.987767584098,654,279,91.0394265233,21
412231,59,20.6293706294,28,0.933834586466,665,286,79.3706293706,31
412236,38,13.4275618375,5,0.982998454405,647,283,86.5724381625,33
400165,227,23.2106339468,195,0.896143733567,2282,978,76.7893660532,32
400008,378,41.5841584158,12,0.931002331002,2145,909,58.4158415842,366
400009,133,24.6296296296,32,0.93973037272,1261,540,75.3703703704,101
400160,237,28.3492822967,53,0.919670442842,1942,836,71.6507177033,184
400163,222,27.6119402985,166,0.926063829787,1880,804,72.3880597015,56
400162,80,18.3066361556,7,0.964601769912,1017,437,81.6933638444,73
412427,2,2.43902439024,2,0.978835978836,189,82,97.5609756098,0
400003,254,27.6086956522,19,0.942183163737,2162,920,72.3913043478,235
412424,10,12.3456790123,9,0.967032967033,182,81,87.6543209877,1
400006,84,19.4895591647,70,0.948361469712,1007,431,80.5104408353,14
412422,6,7.31707317073,6,0.978947368421,190,82,92.6829268293,0
400004,89,13.0498533724,29,0.97625,1600,682,86.9501466276,60
400005,67,13.4268537074,37,0.979002624672,1143,499,86.5731462926,30
400378,227,23.9957716702,62,0.93578805568,2227,946,76.0042283298,165
