,Test Errors,Test Error Rate,Test False Positives,Train Accuracy,Train Size,Test Size,Test Accuracy,Test False Negatives
400617,42,11.7647058824,4,0.8787515006,833,357,88.2352941176,38
400616,38,10.3825136612,13,0.90214797136,838,366,89.6174863388,25
400313,37,10.9467455621,8,0.910579345088,794,338,89.0532544379,29
400259,100,19.6850393701,29,0.857624262848,1187,508,80.3149606299,71
400311,124,20.3612479475,51,0.837392550143,1396,609,79.6387520525,73
400316,258,27.3885350318,216,0.741730856366,2207,942,72.6114649682,42
400314,176,21.8091697646,51,0.808328884143,1873,807,78.1908302354,125
400315,40,7.95228628231,13,0.910267471959,1159,503,92.0477137177,27
412294,22,12.5714285714,6,0.883950617284,405,175,87.4285714286,16
400252,109,12.703962704,38,0.888554216867,1992,858,87.296037296,71
400318,184,18.4738955823,77,0.817672413793,2320,996,81.5261044177,107
412290,24,13.4831460674,2,0.857142857143,413,178,86.5168539326,22
412292,12,6.81818181818,0,0.900243309002,411,176,93.1818181818,12
412293,11,6.32183908046,2,0.917274939173,411,174,93.6781609195,9
412474,9,10.9756097561,9,0.878306878307,189,82,89.0243902439,0
412429,9,10.9756097561,9,0.883597883598,189,82,89.0243902439,0
412475,1,1.26582278481,1,0.957219251337,187,79,98.7341772152,0
412428,2,2.43902439024,2,0.989473684211,190,82,97.5609756098,0
400663,30,8.42696629213,6,0.910394265233,837,356,91.5730337079,24
400660,44,12.7536231884,27,0.875305623472,818,345,87.2463768116,17
400661,49,14.0804597701,12,0.885225885226,819,348,85.9195402299,37
412477,2,2.43902439024,1,0.936507936508,189,82,97.5609756098,1
412426,1,1.23456790123,1,0.967914438503,187,81,98.7654320988,0
412471,4,4.87804878049,4,0.941798941799,189,82,95.1219512195,0
412423,4,4.93827160494,3,0.963157894737,190,81,95.0617283951,1
412202,32,11.4695340502,0,0.865648854962,655,279,88.5304659498,32
412200,14,5.0,7,0.943485086342,637,280,95.0,7
412421,2,2.53164556962,2,0.978494623656,186,79,97.4683544304,0
