,Test Errors,Test Error Rate,Test False Positives,Train Accuracy,Train Size,Test Size,Test Accuracy,Test False Negatives
400344,156,16.4556962025,62,0.842129003157,2217,948,83.5443037975,94
400347,226,26.4018691589,10,0.759697732997,1985,856,73.5981308411,216
400346,146,21.6939078752,45,0.772959183673,1568,673,78.3060921248,101
400341,65,14.8401826484,7,0.875,1024,438,85.1598173516,58
400340,164,16.5489404642,19,0.826030368764,2305,991,83.4510595358,145
400439,166,18.1025081788,49,0.832258064516,2170,917,81.8974918212,117
400342,67,13.2411067194,6,0.896872358411,1183,506,86.7588932806,61
400310,221,24.0478781284,59,0.760484622554,2146,919,75.9521218716,162
412331,25,15.1515151515,2,0.878706199461,371,165,84.8484848485,23
412239,21,7.52688172043,9,0.922018348624,654,279,92.4731182796,12
412231,49,17.1328671329,38,0.809022556391,665,286,82.8671328671,11
412236,14,4.94699646643,6,0.944358578053,647,283,95.0530035336,8
400165,215,21.9836400818,172,0.784837861525,2282,978,78.0163599182,43
400008,228,25.0825082508,69,0.769230769231,2145,909,74.9174917492,159
400009,126,23.3333333333,99,0.77874702617,1261,540,76.6666666667,27
400160,189,22.6076555024,72,0.768280123584,1942,836,77.3923444976,117
400163,206,25.6218905473,14,0.747340425532,1880,804,74.3781094527,192
400162,61,13.9588100686,10,0.848574237955,1017,437,86.0411899314,51
412427,2,2.43902439024,2,0.968253968254,189,82,97.5609756098,0
400003,220,23.9130434783,43,0.778908418131,2162,920,76.0869565217,177
412424,9,11.1111111111,9,0.89010989011,182,81,88.8888888889,0
400006,68,15.777262181,29,0.834160873883,1007,431,84.222737819,39
412422,6,7.31707317073,6,0.952631578947,190,82,92.6829268293,0
400004,71,10.4105571848,25,0.8975,1600,682,89.5894428152,46
400005,55,11.0220440882,19,0.910761154856,1143,499,88.9779559118,36
400378,229,24.2071881607,51,0.788055680287,2227,946,75.7928118393,178
